Adiac,k=8,k=16,k=32,k=64,k=128
LBF_PDD,1.001078367,1.784966469,3.237851858,5.897399426,10.12956929
TILB_PDD,1.032687902,1.830424786,3.343872786,6.211779118,11.15179563
KMC2,0.76682806,3.096645832,12.7248714,50.302176,201.7266421
 , , , , , 
SonyAIBORobotSurface2,k=8,k=16,k=32,k=64,k=128
CKM,0.084637403,0.187492132,0.359957457,0.734381199,1.470091581
TI,0.071850777,0.14935708,0.265632153,0.47041297,0.859935045
LBF_PAA,0.109439611,0.194710255,0.422458172,0.813299417,1.57865715
TILB_PAA,0.109378099,0.187502861,0.312513828,0.548089981,0.937488556
LBF_PDD,0.10936141,0.187500954,0.297065735,0.485303164,0.844063759
TILB_PDD,0.10937953,0.203122139,0.296880245,0.468969822,0.753321886
KMC2,0.125003576,0.421875477,1.438654661,5.24004221,19.98383808
 , , , , , 
Strawberry,k=8,k=16,k=32,k=64,k=128
CKM,0.297207594,0.595427752,1.252613068,2.472705126,5.045871735
TI,0.172748089,0.299619436,0.53260541,0.844187975,1.44144249
LBF_PAA,0.17186594,0.265703678,0.40656805,0.587409019,0.852162361
TILB_PAA,0.18776989,0.271532059,0.390858889,0.554761648,0.962116718
LBF_PDD,0.26970315,0.438058138,0.642724276,0.985198498,1.455392361
TILB_PDD,0.239131451,0.391208649,0.578370571,0.813416481,1.299181461
KMC2,0.303991556,1.110239744,4.230496407,16.67716336,65.86708522
 , , , , , 
SwedishLeaf,k=8,k=16,k=32,k=64,k=128
CKM,0.187500477,0.375242949,0.782670021,1.58100462,3.243033171
TI,0.124999523,0.203318596,0.391284227,0.666410923,1.314737797
LBF_PAA,0.125000954,0.187874794,0.297933578,0.469280005,0.813946009
TILB_PAA,0.125000477,0.187493324,0.282177687,0.484829426,0.9379251
LBF_PDD,0.187516212,0.296889544,0.484834433,0.831719637,1.495605707
TILB_PDD,0.17185688,0.250472784,0.390627146,0.627303123,1.125350237
KMC2,0.203127384,0.688569546,2.50387001,9.504593134,36.91885781
 , , , , , 
Symbols,k=8,k=16,k=32,k=64,k=128
CKM,0.493027449,1.032197237,2.173241854,4.411566019,8.836453915
TI,0.265863657,0.375530958,0.620533943,0.938075781,1.784142017
LBF_PAA,0.266213655,0.313009501,0.484610558,0.641114473,1.049581766
TILB_PAA,0.250279427,0.29689002,0.422364473,0.59375453,1.213177204
LBF_PDD,0.469251156,0.609598398,0.959446669,1.451715946,2.253704071
TILB_PDD,0.422193289,0.516788721,0.766210318,1.047289848,1.892011881
KMC2,0.453426838,1.795091152,7.083759785,28.13930678,113.1751916
 , , , , , 
TwoLeadECG,k=8,k=16,k=32,k=64,k=128
CKM,0.125183582,0.250002623,0.525116682,1.063295126,2.142390728
TI,0.078154802,0.156249285,0.235206604,0.375571966,0.656509399
LBF_PAA,0.109364748,0.171782017,0.265857935,0.421895981,0.672666311
TILB_PAA,0.093596458,0.15713954,0.234968424,0.359697342,0.578122616
LBF_PDD,0.140632153,0.218741179,0.35938096,0.595517874,1.01701355
TILB_PDD,0.10936451,0.187504053,0.266098499,0.406723976,0.672441244
KMC2,0.156248093,0.51646328,1.751291513,6.399168968,24.35921526
 , , , , , 
TwoPatterns,k=8,k=16,k=32,k=64,k=128
CKM,0.782274723,1.691026211,3.473823547,7.097579718,14.32001495
TI,0.828523874,1.769799709,3.598109245,7.15162611,13.84078956
LBF_PAA,0.938723087,1.78431344,3.345356703,6.322666168,11.69384694
TILB_PAA,0.969881058,1.845881224,3.425349236,6.743726015,12.20603919
LBF_PDD,1.140627384,2.011695147,3.655697584,6.498895168,11.76949286
TILB_PDD,1.174850702,2.104473591,3.735384464,6.707239389,11.947577
KMC2,0.37476635,1.099903107,3.34978056,11.36240363,40.6325171
 , , , , , 
UWaveGestureLibraryX,k=8,k=16,k=32,k=64,k=128
CKM,1.752189875,3.658200979,7.706255198,15.56520247,31.50529504
TI,1.595268726,2.901219368,4.866030931,7.867421627,12.52052379
LBF_PAA,1.031671047,1.484636784,2.032093287,2.878373861,4.28301692
TILB_PAA,1.046893358,1.484227346,1.953840494,2.625426292,3.830384016
LBF_PDD,2.002066135,3.453948021,5.485872507,9.10978651,14.85466576
TILB_PDD,1.968756199,3.252104521,4.70578289,6.91305089,10.50341821
